# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 1361 3 1 0 1.4158 1.182 1.247 1.411 1.435 1.1858 -99.0 1.1858 -99.0 4944800000.0 2.0 1.416 3.0 -15.72 31.14 5804700000.0 3296500000.0 -1.9 -99.0 -99.0 -99.0 -99.0 1361 00000 -1.0 1.0
cosmos 1384 3 1 0 0.892 0.591 0.743 3.724 4.256 0.040089 -99.0 0.040089 -99.0 167180000.0 2.0 0.892 3.0 -16.95 30.18 93036000.0 111450000.0 -0.41 -99.0 -99.0 -99.0 -99.0 1384 00000 -1.0 1.0
cosmos 1413 3 1 0 0.9442 0.659 0.72 1.148 2.03 0.21592 0.2023 0.013619 1855900000.0 56795000.0 1.0 0.9442 3.0 3.887 21.68 51516000.0 37863000.0 -1.54 -99.0 -99.0 -99.0 -99.0 1413 00000 -1.0 2.0
cosmos 1453 3 1 0 2.2265 2.052 2.117 2.612 2.732 7.9615 7.1867 0.77481 65933000000.0 3231100000.0 1.0 2.227 3.0 15.47 20.21 3012900000.0 2154000000.0 -1.65 -99.0 -99.0 -99.0 -99.0 1453 00000 -1.0 1.0
cosmos 1461 3 1 0 0.8461 0.766 0.795 0.908 0.959 0.23321 -99.0 0.23321 -99.0 972500000.0 2.0 0.8461 3.0 -7.985 22.05 1093600000.0 648330000.0 -1.94 -99.0 -99.0 -99.0 -99.0 1461 00000 -1.0 1.0
cosmos 1474 3 1 0 1.1724 1.057 1.126 1.22 1.249 5.7028 4.3774 1.3254 40160000000.0 5527200000.0 0.0 1.172 3.0 37.61 20.88 6074900000.0 3684800000.0 -1.84 -99.0 -99.0 -99.0 -99.0 1474 00000 -1.0 1.0
cosmos 1503 3 1 0 2.3505 1.729 2.065 2.633 2.748 10.515 8.8634 1.6518 81316000000.0 6888400000.0 1.0 2.35 3.0 15.96 26.96 6498300000.0 4592200000.0 -1.54 -99.0 -99.0 -99.0 -99.0 1503 00000 -1.0 1.0
cosmos 1512 3 1 0 0.8327 0.705 0.735 0.949 1.07 0.43965 0.30871 0.13094 2832200000.0 546020000.0 1.0 0.8327 3.0 7.75 16.57 636260000.0 364020000.0 -1.89 -99.0 -99.0 -99.0 -99.0 1512 00000 -1.0 1.0
cosmos 1524 3 1 0 1.5531 1.228 1.304 2.053 2.336 8.0092 7.6725 0.33665 70390000000.0 1403900000.0 1.0 1.553 3.0 26.27 28.4 571260000.0 935920000.0 -0.03 -99.0 -99.0 -99.0 -99.0 1524 00000 -1.0 2.0
cosmos 1534 3 1 0 1.172 1.085 1.135 1.212 1.249 4.8782 3.7547 1.1234 34447000000.0 4684800000.0 0.0 1.172 3.0 32.26 26.98 5451500000.0 3123200000.0 -1.92 -99.0 -99.0 -99.0 -99.0 1534 00000 -1.0 1.0
cosmos 1541 3 1 0 0.6914 0.573 0.593 0.901 1.008 0.034748 -99.0 0.034748 -99.0 144910000.0 2.0 0.6914 3.0 -11.47 23.85 160560000.0 96604000.0 -1.81 -99.0 -99.0 -99.0 -99.0 1541 00000 -1.0 1.0
cosmos 1564 3 1 0 1.7463 1.308 1.383 2.101 2.192 18.832 17.476 1.3562 160330000000.0 5655400000.0 0.0 1.746 3.0 65.14 27.0 6351100000.0 3770200000.0 -1.85 -99.0 -99.0 -99.0 -99.0 1564 00000 -1.0 1.0
cosmos 1609 3 1 0 0.8308 0.093 0.11 0.898 0.977 0.081795 -99.0 0.081795 -99.0 341100000.0 2.0 0.8308 3.0 -31.16 23.84 392010000.0 227400000.0 -1.89 -99.0 -99.0 -99.0 -99.0 1609 00000 -1.0 1.0
cosmos 1668 3 1 0 2.2544 2.071 2.175 2.335 2.379 5.1931 -99.0 5.1931 -99.0 21656000000.0 2.0 2.254 3.0 -383.4 35.3 24095000000.0 14437000000.0 -1.83 -99.0 -99.0 -99.0 -99.0 1668 00000 -1.0 1.0
cosmos 1669 3 1 0 0.9179 0.846 0.871 0.967 1.053 0.22521 -99.0 0.22521 -99.0 939170000.0 2.0 0.9179 3.0 -14.35 21.98 1093100000.0 626110000.0 -1.87 -99.0 -99.0 -99.0 -99.0 1669 00000 -1.0 1.0
cosmos 1700 3 1 0 0.8977 0.776 0.838 0.956 1.034 3.0874 2.9868 0.10057 27402000000.0 419400000.0 0.0 0.8977 3.0 66.37 20.37 412730000.0 279600000.0 -1.7 -99.0 -99.0 -99.0 -99.0 1700 00000 -1.0 1.0
cosmos 1709 3 1 0 0.9829 0.75 0.883 1.075 1.157 0.24871 -99.0 0.24871 -99.0 1037200000.0 2.0 0.9829 3.0 -33.74 29.44 905410000.0 691440000.0 -1.54 -99.0 -99.0 -99.0 -99.0 1709 00000 -1.0 1.0
cosmos 1748 3 1 0 0.6905 0.543 0.583 0.851 0.997 0.23943 0.23042 0.0090046 2114000000.0 37551000.0 1.0 0.6905 3.0 8.266 24.01 45288000.0 25034000.0 -1.57 -99.0 -99.0 -99.0 -99.0 1748 cosmos-14-G141_01748 1.12974 3.0
cosmos 1758 3 1 0 1.9156 1.28 1.633 2.265 2.435 0.43211 -99.0 0.43211 -99.0 1802000000.0 2.0 1.916 3.0 -2.667 21.83 454990000.0 1201300000.0 0.58 -99.0 -99.0 -99.0 -99.0 1758 00000 -1.0 3.0
cosmos 1854 3 1 0 1.1649 1.029 1.143 1.202 1.223 0.87518 -99.0 0.87518 -99.0 3649600000.0 2.0 1.165 3.0 -4.624 39.99 2522600000.0 2433100000.0 -1.09 -99.0 -99.0 -99.0 -99.0 1854 00000 -1.0 1.0
cosmos 1863 3 1 0 0.9385 0.731 0.829 1.064 1.207 0.0024988 -99.0 0.0024988 -99.0 10420000.0 2.0 0.9385 3.0 -23.11 25.69 21203000.0 6946800.0 -2.88 -99.0 -99.0 -99.0 -99.0 1863 00000 -1.0 3.0
cosmos 1900 3 1 0 0.9056 0.774 0.848 0.965 1.015 0.21728 -99.0 0.21728 -99.0 906100000.0 2.0 0.9056 3.0 -10.94 22.71 917050000.0 604060000.0 -1.55 2.73 1.5 4547.0 2.1571011929308547e+100 1900 cosmos-14-G141_01900 0.86079 1.0
cosmos 1911 3 1 0 1.8905 1.417 1.562 2.236 2.438 2.2097 0.88718 1.3225 8139200000.0 5514900000.0 1.0 1.89 3.0 3.123 29.35 6563900000.0 3676600000.0 -1.91 -99.0 -99.0 -99.0 -99.0 1911 cosmos-02-G141_01911 2.37704 1.0
cosmos 1970 3 1 0 2.4686 2.487 2.503 2.625 2.703 1.7284 -99.0 1.7284 -99.0 7207700000.0 2.0 2.469 3.0 -0.9363 22.03 7780800000.0 4805100000.0 -1.79 -99.0 -99.0 -99.0 -99.0 1970 00000 -1.0 1.0
cosmos 2014 3 1 0 0.9905 0.582 0.918 1.126 4.926 0.34874 0.31141 0.037334 2856900000.0 155690000.0 1.0 0.9905 3.0 5.06 26.27 145110000.0 103790000.0 -1.69 -99.0 -99.0 -99.0 -99.0 2014 00000 -1.0 1.0
cosmos 2027 3 1 0 0.9173 0.617 0.82 0.994 1.028 0.28426 0.01562 0.26864 143300000.0 1120300000.0 1.0 0.9173 3.0 0.328 27.41 1230200000.0 746850000.0 -1.84 -99.0 -99.0 -99.0 -99.0 2027 00000 -1.0 1.0
