# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
uds 783 3 1 0 1.4475 1.221 1.349 1.552 1.631 2.6984 0.6988 1.9996 6411000000.0 8338600000.0 1.0 1.447 3.0 2.607 30.68 7094400000.0 5559100000.0 -1.52 -99.0 -99.0 -99.0 -99.0 783 00000 -1.0 3.0
uds 791 3 1 0 1.7673 1.447 1.526 1.952 2.039 19.513 16.325 3.1872 149770000000.0 13291000000.0 0.0 1.767 3.0 61.45 18.63 15044000000.0 8860800000.0 -1.87 -99.0 -99.0 -99.0 -99.0 791 00000 -1.0 1.0
uds 797 3 1 0 1.0743 0.9 0.967 1.178 1.255 0.58642 -99.0 0.58642 -99.0 2445500000.0 2.0 1.074 3.0 -20.88 16.54 2466100000.0 1630300000.0 -1.62 -99.0 -99.0 -99.0 -99.0 797 00000 -1.0 1.0
uds 800 3 1 0 1.7995 1.471 1.553 1.967 2.059 64.344 63.392 0.95197 581580000000.0 3969800000.0 0.0 1.799 3.0 238.7 22.27 1575800000.0 2646600000.0 0.03 -99.0 -99.0 -99.0 -99.0 800 00000 -1.0 2.0
uds 805 3 1 0 0.6114 0.229 0.4 0.783 0.961 0.031056 -99.0 0.031056 -99.0 129510000.0 2.0 0.6114 3.0 -11.93 22.08 62156000.0 86339000.0 -0.11 -99.0 -99.0 -99.0 -99.0 805 00000 -1.0 1.0
uds 819 3 1 0 1.9087 1.539 1.784 2.046 2.107 4.8338 -99.0 4.8338 -99.0 20158000000.0 2.0 1.909 3.0 -27.64 21.12 20719000000.0 13438000000.0 -1.68 -99.0 -99.0 -99.0 -99.0 819 00000 -1.0 1.0
uds 830 3 1 0 1.34 1.151 1.233 1.436 1.519 1.6214 -99.0 1.6214 -99.0 6761400000.0 2.0 1.34 3.0 -23.49 24.49 7403700000.0 4507600000.0 -1.78 -99.0 -99.0 -99.0 -99.0 830 00000 -1.0 1.0
uds 837 3 1 0 1.8618 1.741 1.775 1.977 2.031 29.882 27.252 2.6294 250020000000.0 10965000000.0 0.0 1.862 3.0 98.86 19.74 10725000000.0 7309900000.0 -1.63 -99.0 -99.0 -99.0 -99.0 837 00000 -1.0 1.0
uds 846 3 1 0 1.6836 1.405 1.55 1.802 1.904 2.3957 -99.0 2.3957 -99.0 9990500000.0 2.0 1.684 3.0 -4.608 29.93 12086000000.0 6660300000.0 -1.93 -99.0 -99.0 -99.0 -99.0 846 00000 -1.0 1.0
uds 856 3 1 0 1.6949 1.417 1.542 1.838 1.983 1.0815 -99.0 1.0815 -99.0 4509900000.0 2.0 1.695 3.0 -0.3864 27.41 4919900000.0 3006600000.0 -1.82 -99.0 -99.0 -99.0 -99.0 856 00000 -1.0 1.0
uds 884 3 1 0 1.4807 1.289 1.36 1.61 1.719 5.0141 4.2939 0.72022 39393000000.0 3003400000.0 1.0 1.481 3.0 15.48 20.07 627410000.0 2002300000.0 1.22 -99.0 -99.0 -99.0 -99.0 884 00000 -1.0 2.0
uds 900 3 1 0 1.9321 1.503 1.847 2.058 2.119 3.8933 -99.0 3.8933 -99.0 16236000000.0 2.0 1.932 3.0 -41.05 23.9 16642000000.0 10824000000.0 -1.71 -99.0 -99.0 -99.0 -99.0 900 00000 -1.0 1.0
uds 910 3 1 0 1.4455 1.154 1.284 1.602 1.71 9.0023 7.9189 1.0834 72650000000.0 4517900000.0 0.0 1.445 3.0 29.61 15.87 1649000000.0 3011900000.0 0.42 -99.0 -99.0 -99.0 -99.0 910 00000 -1.0 3.0
uds 963 3 1 0 1.7712 1.551 1.63 1.892 2.046 32.761 30.807 1.9533 282640000000.0 8145700000.0 0.0 1.771 3.0 116.0 20.86 6574200000.0 5430500000.0 -1.39 -99.0 -99.0 -99.0 -99.0 963 00000 -1.0 1.0
uds 966 3 1 0 0.8055 0.469 0.487 0.821 0.841 14.029 10.974 3.0542 100680000000.0 12736000000.0 0.0 0.8055 3.0 286.5 31.33 8110600000.0 8490900000.0 -0.98 -99.0 -99.0 -99.0 -99.0 966 00000 -1.0 1.0
uds 967 3 1 0 1.619 1.411 1.493 1.758 1.847 0.7601 -99.0 0.7601 -99.0 3169700000.0 2.0 1.619 3.0 -21.77 25.53 836030000.0 2113100000.0 0.52 -99.0 -99.0 -99.0 -99.0 967 00000 -1.0 3.0
uds 969 3 1 0 1.8365 1.513 1.665 2.003 2.133 19.756 18.067 1.6887 165750000000.0 7042200000.0 0.0 1.836 3.0 66.96 27.47 4452000000.0 4694800000.0 -0.62 -99.0 -99.0 -99.0 -99.0 969 00000 -1.0 1.0
uds 970 3 1 0 1.7534 1.467 1.573 1.924 2.051 15.942 14.283 1.6592 131040000000.0 6919200000.0 0.0 1.753 3.0 53.43 30.42 4920800000.0 4612800000.0 -1.21 -99.0 -99.0 -99.0 -99.0 970 00000 -1.0 1.0
uds 973 3 1 0 0.646 0.213 0.52 0.797 0.881 0.93317 0.91633 0.016845 8406700000.0 70248000.0 0.0 0.646 3.0 37.35 18.3 13052000.0 46832000.0 1.45 -99.0 -99.0 -99.0 -99.0 973 00000 -1.0 3.0
uds 974 3 1 0 1.6837 1.515 1.576 1.783 1.897 3.1606 -99.0 3.1606 -99.0 13180000000.0 2.0 1.684 3.0 -1.217 24.28 8963400000.0 8786700000.0 -0.94 -99.0 -99.0 -99.0 -99.0 974 00000 -1.0 1.0
uds 1025 3 1 0 1.6056 1.342 1.479 1.717 1.818 7.8164 5.9939 1.8226 54990000000.0 7600300000.0 1.0 1.606 3.0 20.29 29.99 8513700000.0 5066900000.0 -1.86 -99.0 -99.0 -99.0 -99.0 1025 00000 -1.0 1.0
uds 1038 3 1 0 1.6934 1.375 1.49 1.897 2.016 1.3879 -99.0 1.3879 -99.0 5787700000.0 2.0 1.693 3.0 -35.54 19.64 6996200000.0 3858400000.0 -1.93 -99.0 -99.0 -99.0 -99.0 1038 uds-10-G141_01038 1.82498 1.0
uds 1062 3 1 0 2.2747 2.13 2.202 2.349 2.405 10.877 3.3551 7.5222 30781000000.0 31369000000.0 1.0 2.275 3.0 6.719 21.34 26707000000.0 20913000000.0 -1.36 -99.0 -99.0 -99.0 -99.0 1062 00000 -1.0 1.0
uds 1071 3 1 0 1.2438 1.001 1.128 1.356 1.448 0.69554 -99.0 0.69554 -99.0 2900500000.0 2.0 1.244 3.0 -39.22 22.8 3099900000.0 1933700000.0 -1.71 -99.0 -99.0 -99.0 -99.0 1071 00000 -1.0 1.0
uds 1073 3 1 0 1.7653 1.552 1.632 1.896 1.969 2.5869 2.2854 0.30149 20967000000.0 1257200000.0 1.0 1.765 3.0 8.601 28.33 345360000.0 838160000.0 0.33 -99.0 -99.0 -99.0 -99.0 1073 00000 -1.0 3.0
uds 1077 3 1 0 1.7133 1.357 1.527 1.909 2.113 0.7477 -99.0 0.7477 -99.0 3118000000.0 2.0 1.713 3.0 -3.435 15.17 3727000000.0 2078700000.0 -1.93 3.88 6.98 15610339.28 1.1562819902341949e+17 1077 uds-10-G141_01077 1.51557 1.0
uds 1081 3 1 0 1.6543 1.401 1.499 1.814 1.947 9.8881 8.1784 1.7097 75031000000.0 7129600000.0 0.0 1.654 3.0 28.41 23.66 5992900000.0 4753000000.0 -1.42 -99.0 -99.0 -99.0 -99.0 1081 00000 -1.0 1.0
uds 1093 3 1 0 1.7117 1.331 1.533 1.892 2.062 0.79074 -99.0 0.79074 -99.0 3297500000.0 2.0 1.712 3.0 -9.158 15.54 3706900000.0 2198300000.0 -1.87 -99.0 -99.0 -99.0 -99.0 1093 00000 -1.0 1.0
uds 1110 3 1 0 1.4355 1.14 1.3 1.569 1.789 24.197 23.625 0.57194 216740000000.0 2385100000.0 0.0 1.435 3.0 89.36 18.55 2454500000.0 1590100000.0 -1.73 -99.0 -99.0 -99.0 -99.0 1110 00000 -1.0 1.0
uds 1121 3 1 0 2.2594 1.804 2.019 2.471 2.623 8.2707 6.9816 1.2891 64052000000.0 5375600000.0 1.0 2.259 3.0 14.31 23.01 6117100000.0 3583700000.0 -1.87 -99.0 -99.0 -99.0 -99.0 1121 00000 -1.0 1.0
uds 1133 3 1 0 1.4115 1.152 1.281 1.519 1.742 20.333 19.912 0.42115 182680000000.0 1756200000.0 0.0 1.411 3.0 77.85 24.72 668220000.0 1170800000.0 0.09 -99.0 -99.0 -99.0 -99.0 1133 00000 -1.0 2.0
uds 1139 3 1 0 1.6325 1.402 1.482 1.824 1.945 4.216 2.7866 1.4294 25565000000.0 5960800000.0 1.0 1.632 3.0 9.532 18.1 7364400000.0 3973900000.0 -1.98 -99.0 -99.0 -99.0 -99.0 1139 00000 -1.0 1.0
uds 1143 3 1 0 1.8654 1.504 1.742 2.002 2.07 19.291 17.426 1.8658 159870000000.0 7780500000.0 0.0 1.865 3.0 63.03 20.69 7397900000.0 5187000000.0 -1.61 -99.0 -99.0 -99.0 -99.0 1143 00000 -1.0 1.0
uds 1184 3 1 0 1.7259 1.393 1.558 1.881 2.013 12.441 11.418 1.0229 104750000000.0 4265800000.0 0.0 1.726 3.0 41.99 27.59 3960900000.0 2843900000.0 -1.63 -99.0 -99.0 -99.0 -99.0 1184 00000 -1.0 1.0
uds 1187 3 1 0 2.1568 1.657 1.967 2.357 2.514 1.2614 -99.0 1.2614 -99.0 5260100000.0 2.0 2.157 3.0 -1.036 23.77 4540500000.0 3506700000.0 -1.42 -99.0 -99.0 -99.0 -99.0 1187 00000 -1.0 1.0
uds 1195 3 1 0 1.3554 1.131 1.18 1.517 1.899 2.6497 2.0453 0.60442 18764000000.0 2520500000.0 1.0 1.355 3.0 9.033 14.2 2987200000.0 1680300000.0 -1.93 -99.0 -99.0 -99.0 -99.0 1195 00000 -1.0 1.0
uds 1207 3 1 0 1.7684 1.556 1.645 1.894 2.016 2.9927 -99.0 2.9927 -99.0 12480000000.0 2.0 1.768 3.0 -40.67 21.02 13729000000.0 8320000000.0 -1.77 -99.0 -99.0 -99.0 -99.0 1207 00000 -1.0 1.0
uds 1224 3 1 0 0.5508 0.309 0.433 0.664 0.731 0.48118 0.46499 0.016186 4266000000.0 67497000.0 0.0 0.5508 3.0 26.64 18.73 56105000.0 44998000.0 -1.25 -99.0 -99.0 -99.0 -99.0 1224 00000 -1.0 3.0
uds 1246 3 1 0 1.6975 1.376 1.506 1.898 2.036 1.2411 -99.0 1.2411 -99.0 5175500000.0 2.0 1.697 3.0 -42.38 25.52 5608800000.0 3450300000.0 -1.82 -99.0 -99.0 -99.0 -99.0 1246 00000 -1.0 1.0
