# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 1855 3 1 0 0.8527 0.826 0.831 0.876 0.881 1.5463 1.2498 0.29654 11466000000.0 1236600000.0 1.0 0.8527 3.0 30.6 33.74 230040000.0 824420000.0 1.44 -99.0 -99.0 -99.0 -99.0 1855 00000 -1.0
cosmos 10538 2 1 1 0.9175 0.902 0.9084 0.9214 0.9263 2.115 1.5583 0.55674 14296000000.0 2321700000.0 1.0 0.9175 2.0 32.7 34.37 550490000.0 1547800000.0 0.57 1.88 1.22 11.8 7.69 10538 cosmos-26-G141_10538 0.91746
cosmos 26756 2 1 1 0.7126 0.7029 0.7075 0.7185 0.7245 0.27226 -99.0 0.27226 -99.0 1135400000.0 2.0 0.7126 2.0 -3.837 13.37 113500000.0 756920000.0 2.55 0.75 2.24 3.24 9.78 26756 cosmos-08-G141_26756 0.71258
cosmos 21794 2 1 1 0.7816 0.7622 0.7721 0.7919 0.8242 0.56437 0.25195 0.31242 2311500000.0 1302800000.0 1.0 0.7816 2.0 6.921 20.0 265580000.0 868550000.0 1.19 0.66 1.1 5.52 9.27 21794 cosmos-01-G141_21794 0.78158
cosmos 1893 3 1 0 0.9466 0.909 0.923 0.971 0.977 0.41573 -99.0 0.41573 -99.0 1733600000.0 2.0 0.9466 3.0 -38.64 24.98 183650000.0 1155800000.0 2.26 -99.0 -99.0 -99.0 -99.0 1893 00000 -1.0
cosmos 2126 2 1 1 0.8701 0.8546 0.8635 0.9005 0.9199 0.76792 0.52582 0.2421 4824000000.0 1009600000.0 1.0 0.8701 2.0 12.48 25.3 229570000.0 673060000.0 0.25 4.4 1.4 71.29 23.72 2126 cosmos-02-G141_02126 0.87012
cosmos 24609 2 1 1 0.6762 0.6676 0.6722 0.6828 0.6886 0.30695 0.096106 0.21084 881700000.0 879230000.0 1.0 0.6762 2.0 3.596 22.23 176780000.0 586160000.0 0.7 2.29 2.77 13.46 16.45 24609 cosmos-15-G141_24609 0.67615
cosmos 31318 3 1 0 0.6518 0.622 0.633 0.677 0.685 1.5108 0.70464 0.80615 6464600000.0 3361800000.0 0.0 0.6518 3.0 28.26 20.42 979780000.0 2241200000.0 0.2 -99.0 -99.0 -99.0 -99.0 31318 00000 -1.0
cosmos 6701 3 1 0 0.6745 0.638 0.655 0.697 0.702 3.2974 1.988 1.3094 18239000000.0 5460300000.0 0.0 0.6745 3.0 74.76 23.57 886920000.0 3640200000.0 1.57 -99.0 -99.0 -99.0 -99.0 6701 00000 -1.0
cosmos 31411 3 1 0 0.6924 0.664 0.674 0.714 0.719 0.935 0.1525 0.7825 1399000000.0 3263200000.0 1.0 0.6924 3.0 5.44 20.63 309340000.0 2175400000.0 2.88 -99.0 -99.0 -99.0 -99.0 31411 00000 -1.0
cosmos 27965 3 1 0 0.7242 0.689 0.704 0.747 0.754 8.6304 7.3611 1.2693 67533000000.0 5293200000.0 0.0 0.7242 3.0 237.7 21.2 1574100000.0 3528800000.0 0.12 -99.0 -99.0 -99.0 -99.0 27965 00000 -1.0
cosmos 1323 3 1 0 0.9283 0.901 0.906 0.951 0.957 3.4068 2.4944 0.91245 22884000000.0 3805100000.0 0.0 0.9283 3.0 50.53 25.99 736140000.0 2536700000.0 0.66 -99.0 -99.0 -99.0 -99.0 1323 00000 -1.0
cosmos 25969 1 1 1 0.895 -1.0 -1.0 -1.0 -1.0 3.379 2.5067 0.87227 22997000000.0 3637500000.0 0.0 0.895 1.0 56.12 24.59 755360000.0 2425000000.0 0.92 9.1 2.16 27.5 6.57 25969 cosmos-11-G141_25969 0.89838
cosmos 2659 3 1 0 0.8561 0.827 0.834 0.881 0.898 4.8117 1.6796 3.1321 15410000000.0 13061000000.0 0.0 0.8561 3.0 40.95 23.28 12033000000.0 8707500000.0 -1.67 -99.0 -99.0 -99.0 -99.0 2659 00000 -1.0
cosmos 16313 2 1 1 0.5365 0.5312 0.5335 0.5385 0.5409 2.297 1.1416 1.1554 10473000000.0 4818200000.0 0.0 0.5365 2.0 69.87 17.2 694730000.0 3212100000.0 1.91 -99.0 -99.0 -99.0 -99.0 16313 cosmos-03-G141_16313 0.53649
cosmos 18704 3 1 0 0.6797 0.654 0.66 0.701 0.716 3.2621 2.2669 0.99518 20797000000.0 4150000000.0 0.0 0.6797 3.0 83.95 19.37 1854700000.0 2766700000.0 -0.44 -99.0 -99.0 -99.0 -99.0 18704 00000 -1.0
cosmos 13837 1 1 1 0.8355 -1.0 -1.0 -1.0 -1.0 2.674 1.4571 1.2169 13368000000.0 5074800000.0 0.0 0.8355 1.0 36.45 25.95 1443400000.0 3383200000.0 0.11 4.37 2.64 6.28 3.81 13837 cosmos-20-G141_13837 0.83125
cosmos 12129 2 1 1 0.7437 0.737 0.7401 0.7464 0.7495 6.8281 6.3093 0.51881 57883000000.0 2163500000.0 0.0 0.7437 2.0 192.3 20.43 258800000.0 1442300000.0 2.34 5.49 4.44 8.01 6.48 12129 cosmos-26-G141_12129 0.74368
cosmos 24028 2 1 1 0.8823 0.8757 0.8786 0.8848 0.8879 1.9656 0.6668 1.2988 6117400000.0 5416200000.0 1.0 0.8823 2.0 15.43 20.61 504220000.0 3610800000.0 2.62 -0.75 1.68 -1.19 2.69 24028 cosmos-07-G141_24028 0.88231
cosmos 4596 1 1 1 0.7332 -1.0 -1.0 -1.0 -1.0 11.732 9.5791 2.1525 87882000000.0 8976400000.0 0.0 0.7332 1.0 301.1 21.13 2664700000.0 5984300000.0 0.27 -0.82 1.8 -0.66 1.44 4596 cosmos-13-G141_04596 0.73239
cosmos 33388 3 1 0 0.8752 0.845 0.851 0.898 0.915 9.8585 8.5547 1.3039 78483000000.0 5437300000.0 0.0 0.8752 3.0 200.9 23.72 1855100000.0 3624900000.0 0.25 -99.0 -99.0 -99.0 -99.0 33388 00000 -1.0
cosmos 23823 1 1 1 0.6554 -1.0 -1.0 -1.0 -1.0 4.8693 4.3728 0.49654 40117000000.0 2070600000.0 0.0 0.6554 1.0 173.6 16.53 340160000.0 1380400000.0 1.21 32.77 10.34 37.29 12.11 23823 cosmos-07-G141_23823 0.6545
cosmos 2332 2 1 1 0.8377 0.8285 0.8337 0.8408 0.8443 0.65995 -99.0 0.65995 -99.0 2752100000.0 2.0 0.8377 2.0 -10.44 19.44 2434300000.0 1834700000.0 -1.5 4.28 1.25 172.42 55.19 2332 cosmos-14-G141_02332 0.83767
cosmos 30530 3 1 0 0.8819 0.844 0.854 0.911 0.932 1.2274 0.75433 0.4731 6920500000.0 1972900000.0 1.0 0.8819 3.0 17.47 20.86 2088700000.0 1315300000.0 -1.83 -99.0 -99.0 -99.0 -99.0 30530 00000 -1.0
cosmos 7345 2 1 1 0.9396 0.9358 0.9377 0.9419 0.9441 1.2868 0.39783 0.88901 3649800000.0 3707300000.0 1.0 0.9396 2.0 7.767 19.91 2627700000.0 2471500000.0 -1.13 6.49 1.02 229.51 38.72 7345 cosmos-05-G141_07345 0.93964
cosmos 12703 2 1 1 0.6153 0.5792 0.611 0.6406 0.6595 0.44803 -99.0 0.44803 -99.0 1868300000.0 2.0 0.6153 2.0 -11.29 18.76 1758000000.0 1245600000.0 -1.54 28.34 23.0 578.64 478.96 12703 cosmos-04-G141_12703 0.61527
