# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR Ha_SCALE number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
goodsn 2279 3 1 0 0.9682 0.902 0.927 1.01 1.047 5.0408 2.149 2.8918 19716000000.0 12059000000.0 0.0 0.9682 3.0 37.91 18.0 13568000000.0 8039500000.0 -1.86 -99.0 -99.0 -99.0 -99.0 -99.0 2279 00000 -1.0 1.0
goodsn 2280 2 1 1 1.0259 1.0184 1.022 1.0272 1.0293 14.081 13.067 1.0139 119890000000.0 4228200000.0 0.0 1.026 2.0 185.8 14.49 2817600000.0 2818800000.0 -1.13 7.76 0.98 71.81 9.34 1.009 2280 goodsn-31-G141_02280 1.02587 2.0
goodsn 2283 2 1 1 0.7411 0.714 0.7352 0.7423 0.7458 2.8776 2.4054 0.47222 22068000000.0 1969200000.0 0.0 0.7411 2.0 73.87 12.17 885100000.0 1312800000.0 -0.1 5.95 1.52 96.31 25.27 0.827 2283 goodsn-31-G141_02283 0.74107 1.0
goodsn 2288 3 1 -1 1.4283 0.997 1.294 1.582 1.701 5.0603 3.9837 1.0767 36548000000.0 4489800000.0 0.0 1.428 3.0 15.19 12.31 3630600000.0 2993200000.0 -1.24 -99.0 -99.0 -99.0 -99.0 -99.0 2288 goodsn-41-G141_02288 1.33965 1.0
goodsn 2290 3 1 -1 0.6225 0.491 0.578 4.134 4.241 0.034226 -99.0 0.034226 -99.0 142730000.0 2.0 0.6225 3.0 -2.179 8.897 15825000.0 95151000.0 2.37 -99.0 -99.0 -99.0 -99.0 -99.0 2290 goodsn-31-G141_02290 3.99282 1.0
goodsn 2292 2 1 1 1.1826 1.178 1.1799 1.1844 1.1866 6.1986 5.4504 0.74821 50004000000.0 3120100000.0 0.0 1.183 2.0 45.02 14.99 1708300000.0 2080100000.0 -0.5 -99.0 -99.0 -99.0 -99.0 -99.0 2292 goodsn-42-G141_02292 1.18256 1.0
goodsn 2295 2 1 1 1.9922 1.9826 1.9874 1.9961 2.0004 3.5737 0.3819 3.1917 3503700000.0 13310000000.0 1.0 1.992 2.0 1.166 9.512 1271900000.0 8873400000.0 2.37 -99.0 -99.0 -99.0 -99.0 -99.0 2295 goodsn-31-G141_02295 1.99217 3.0
goodsn 2302 1 1 1 1.0164 -1.0 -1.0 -1.0 -1.0 3.453 1.478 1.975 13560000000.0 8236100000.0 0.0 1.016 1.0 21.8 15.16 1810300000.0 5490700000.0 0.92 11.97 1.56 17.38 2.26 0.973 2302 goodsn-31-G141_02302 1.01375 3.0
goodsn 2305 3 1 -1 0.8689 0.257 0.518 1.182 1.701 0.92558 0.89772 0.027857 8236000000.0 116170000.0 0.0 0.8689 3.0 21.36 11.65 42029000.0 77445000.0 0.21 1.56 0.51 54783725.75 4.1362900069816365e+17 173760.881 2305 goodsn-41-G141_02305 1.27391 3.0
goodsn 2306 3 1 -1 0.7729 0.592 0.68 0.869 0.985 0.72306 0.49531 0.22775 4544100000.0 949750000.0 1.0 0.7729 3.0 13.92 30.54 1092700000.0 633160000.0 -1.91 -99.0 -99.0 -99.0 -99.0 -99.0 2306 goodsn-43-G141_02306 0.66612 1.0
goodsn 2309 3 1 -1 2.1531 1.687 2.005 2.308 2.423 4.576 2.5111 2.0649 23037000000.0 8610800000.0 1.0 2.153 3.0 6.058 12.54 7227000000.0 5740600000.0 -1.33 -99.0 -99.0 -99.0 -99.0 -99.0 2309 00000 -1.0 1.0
goodsn 2310 3 1 -1 0.95 0.438 0.668 1.199 1.534 0.53949 0.5194 0.020088 4765200000.0 83769000.0 1.0 0.95 3.0 9.776 13.77 134030000.0 55846000.0 -2.45 1.92 0.65 inf inf 1.0 2310 goodsn-42-G141_02310 0.94255 3.0
goodsn 2312 3 1 0 2.1881 1.907 2.06 2.364 3.396 111.49 109.66 1.8275 1006100000000.0 7620800000.0 0.0 2.188 3.0 250.9 11.06 2753200000.0 5080500000.0 -0.06 -99.0 -99.0 -99.0 -99.0 -99.0 2312 00000 -1.0 2.0
goodsn 2313 3 1 0 1.1363 1.061 1.09 1.181 1.243 2.5303 2.1652 0.36513 19864000000.0 1522700000.0 0.0 1.136 3.0 20.98 17.08 915360000.0 1015100000.0 -0.76 -99.0 -99.0 -99.0 -99.0 -99.0 2313 00000 -1.0 3.0
goodsn 2314 2 1 1 1.2034 1.06 1.1497 1.259 1.2989 2.8289 1.768 1.0608 16221000000.0 4423800000.0 0.0 1.203 2.0 13.58 11.11 3379000000.0 2949200000.0 -1.2 -99.0 -99.0 -99.0 -99.0 -99.0 2314 goodsn-41-G141_02314 1.2034 1.0
goodsn 2317 3 1 -1 0.658 0.439 0.546 0.781 0.884 0.032099 -99.0 0.032099 -99.0 133860000.0 2.0 0.658 3.0 -2.176 15.35 97401000.0 89238000.0 -1.46 -99.0 -99.0 -99.0 -99.0 -99.0 2317 00000 -1.0 3.0
goodsn 2324 2 1 1 0.6795 0.6723 0.676 0.6821 0.685 1.1067 0.74727 0.35946 6855600000.0 1499000000.0 0.0 0.6795 2.0 27.69 11.31 149030000.0 999330000.0 2.46 -99.0 -99.0 -99.0 -99.0 -99.0 2324 goodsn-42-G141_02324 0.67951 3.0
goodsn 2326 2 1 1 1.3525 1.3469 1.3497 1.356 1.3604 3.5553 2.4989 1.0564 22926000000.0 4405500000.0 1.0 1.353 2.0 11.1 11.81 3855900000.0 2937000000.0 -1.43 2.92 0.61 390.03 102.29 1.641 2326 goodsn-31-G141_02326 1.35255 1.0
goodsn 2328 2 1 1 2.0223 1.9304 2.0129 2.0262 2.0442 5.8754 2.7403 3.1351 25141000000.0 13074000000.0 1.0 2.022 2.0 8.015 67.19 7316000000.0 8715800000.0 -0.49 -99.0 -99.0 -99.0 -99.0 -99.0 2328 goodsn-43-G141_02328 2.02225 1.0
goodsn 2329 2 1 1 1.955 1.7179 1.8075 1.9994 2.1005 152.37 148.41 3.9646 1361500000000.0 16533000000.0 0.0 1.955 2.0 478.6 66.53 10977000000.0 11022000000.0 -0.8 -99.0 -99.0 -99.0 -99.0 -99.0 2329 goodsn-43-G141_02329 1.955 1.0
goodsn 2331 3 1 -1 1.6505 1.553 1.586 1.721 1.789 3.0093 0.039929 2.9694 366320000.0 12383000000.0 1.0 1.65 3.0 0.1383 9.439 13780000000.0 8255300000.0 -1.83 -99.0 -99.0 -99.0 -99.0 -99.0 2331 goodsn-31-G141_02331 1.60387 1.0
goodsn 2332 3 1 0 0.967 0.883 0.913 1.018 1.053 4.5577 4.1973 0.36039 38507000000.0 1502900000.0 0.0 0.967 3.0 74.36 18.01 180160000.0 1001900000.0 2.2 -99.0 -99.0 -99.0 -99.0 -99.0 2332 00000 -1.0 2.0
goodsn 2333 3 1 -1 2.8195 2.6 2.703 2.939 3.043 2.6512 -99.0 2.6512 -99.0 11056000000.0 2.0 2.819 3.0 -12.18 7.526 8592100000.0 7370700000.0 -1.17 -99.0 -99.0 -99.0 -99.0 -99.0 2333 goodsn-31-G141_02333 3.15578 1.0
goodsn 2337 3 1 -1 0.7898 0.685 0.73 0.845 0.946 0.2765 -99.0 0.2765 -99.0 1153100000.0 2.0 0.7898 3.0 -0.6964 12.62 1378600000.0 768710000.0 -2.01 0.96 0.44 40.22 18.56 0.363 2337 goodsn-31-G141_02337 1.06164 1.0
goodsn 2338 3 1 -1 0.9464 0.689 0.813 1.069 1.141 0.56697 0.37583 0.19114 3448000000.0 797080000.0 1.0 0.9464 3.0 7.165 11.22 869120000.0 531390000.0 -1.84 1.44 0.82 7.252956715910828e+275 inf 1.0 2338 goodsn-42-G141_02338 0.87761 1.0
goodsn 2343 3 1 0 1.5348 1.465 1.495 1.576 1.602 4.8179 2.3836 2.4344 21868000000.0 10152000000.0 1.0 1.535 3.0 8.249 90.66 5883600000.0 6767700000.0 -0.57 -99.0 -99.0 -99.0 -99.0 -99.0 2343 goodsn-31-G141_02343 0.22875 1.0
goodsn 2344 3 1 -1 1.4085 0.924 1.203 1.624 1.858 4.5361 4.0805 0.45559 37436000000.0 1899900000.0 0.0 1.408 3.0 16.03 14.8 2011200000.0 1266600000.0 -1.8 -99.0 -99.0 -99.0 -99.0 -99.0 2344 00000 -1.0 1.0
goodsn 2346 3 1 -1 2.6402 2.419 2.52 2.764 2.87 9.4908 3.8074 5.6834 34930000000.0 23701000000.0 1.0 2.64 3.0 3.662 14.62 26946000000.0 15800000000.0 -1.82 -99.0 -99.0 -99.0 -99.0 -99.0 2346 00000 -1.0 1.0
goodsn 2347 3 1 -1 0.8833 0.302 0.676 1.271 4.323 0.0447 -99.0 0.0447 -99.0 186400000.0 2.0 0.8833 3.0 -5.896 11.66 215060000.0 124270000.0 -2.01 -99.0 -99.0 -99.0 -99.0 -99.0 2347 00000 -1.0 1.0
goodsn 2348 3 1 0 0.9596 0.821 0.901 1.019 1.052 30.547 26.604 3.9429 244070000000.0 16442000000.0 0.0 0.9596 3.0 483.9 19.69 9847100000.0 10962000000.0 -0.68 -99.0 -99.0 -99.0 -99.0 -99.0 2348 00000 -1.0 1.0
goodsn 2351 3 1 -1 1.8182 1.409 1.599 2.04 2.188 4.3293 3.5035 0.82578 32143000000.0 3443600000.0 0.0 1.818 3.0 13.13 8.583 3273900000.0 2295700000.0 -1.59 -99.0 -99.0 -99.0 -99.0 -99.0 2351 goodsn-32-G141_02351 1.87916 1.0
goodsn 2358 3 1 -1 0.5501 0.371 0.472 0.668 2.565 0.029022 -99.0 0.029022 -99.0 121030000.0 2.0 0.5501 3.0 -16.26 15.12 29836000.0 80685000.0 1.57 -99.0 -99.0 -99.0 -99.0 -99.0 2358 00000 -1.0 1.0
goodsn 2359 1 1 1 1.4653 -1.0 -1.0 -1.0 -1.0 92.189 89.864 2.3248 824440000000.0 9694900000.0 0.0 1.465 1.0 328.5 11.44 3381700000.0 6463300000.0 0.21 13.2 0.95 176.06 14.21 0.867 2359 goodsn-31-G141_02359 1.4596 2.0
goodsn 2360 3 1 -1 1.2598 1.008 1.092 1.399 1.546 17.677 17.022 0.6548 156160000000.0 2730600000.0 0.0 1.26 3.0 104.9 10.67 2901400000.0 1820400000.0 -1.79 0.43 0.73 115.56 212.56 1.82 2360 goodsn-42-G141_02360 1.4596 1.0
goodsn 2362 3 1 -1 1.381 0.984 1.094 1.63 1.82 5.2407 4.5678 0.67292 41906000000.0 2806200000.0 0.0 1.381 3.0 18.87 12.99 2283900000.0 1870800000.0 -1.3 1.32 0.58 131.77 59.87 0.682 2362 goodsn-31-G141_02362 1.321 1.0
goodsn 2366 1 1 1 0.561 -1.0 -1.0 -1.0 -1.0 12.608 9.7883 2.8197 89801000000.0 11758000000.0 0.0 0.561 1.0 535.4 15.33 11533000000.0 7839000000.0 -1.78 -99.0 -99.0 -99.0 -99.0 -99.0 2366 goodsn-32-G141_02366 0.56205 1.0
goodsn 2367 2 1 1 2.0027 1.9987 2.0003 2.0036 2.0052 34.91 25.648 9.262 235310000000.0 38624000000.0 0.0 2.003 2.0 77.07 15.4 37880000000.0 25749000000.0 -1.66 -99.0 -99.0 -99.0 -99.0 -99.0 2367 goodsn-31-G141_02367 2.00266 1.0
goodsn 2372 3 1 -1 1.5854 1.399 1.495 1.663 1.731 3.6327 2.4478 1.1849 22457000000.0 4941200000.0 1.0 1.585 3.0 8.286 13.16 5248600000.0 3294100000.0 -1.77 -99.0 -99.0 -99.0 -99.0 -99.0 2372 goodsn-31-G141_02372 1.60909 1.0
goodsn 2375 2 1 1 1.036 1.0172 1.0311 1.1287 1.1988 13.43 13.029 0.40122 119530000000.0 1673100000.0 0.0 1.036 2.0 178.5 17.79 1298100000.0 1115400000.0 -1.41 -99.0 -99.0 -99.0 -99.0 -99.0 2375 goodsn-31-G141_02375 1.03603 2.0
goodsn 2378 2 1 1 2.1788 2.1422 2.1613 2.1858 2.1965 150.55 146.51 4.0487 1344100000000.0 16884000000.0 0.0 2.179 2.0 339.8 12.72 6087900000.0 11256000000.0 0.22 -99.0 -99.0 -99.0 -99.0 -99.0 2378 goodsn-31-G141_02378 2.17879 1.0
goodsn 2380 2 1 1 1.0865 1.0799 1.0828 1.0885 1.0913 3.8704 3.3427 0.52765 30667000000.0 2200400000.0 0.0 1.087 2.0 38.01 12.65 1064800000.0 1466900000.0 -0.27 4.51 0.71 303.23 52.07 1.297 2380 goodsn-42-G141_02380 1.08652 1.0
goodsn 2382 3 1 -1 0.9619 0.481 0.676 1.253 1.544 0.36483 0.2389 0.12593 2191800000.0 525140000.0 1.0 0.9619 3.0 4.31 14.72 599350000.0 350100000.0 -1.94 -99.0 -99.0 -99.0 -99.0 -99.0 2382 00000 -1.0 1.0
goodsn 2383 2 1 1 1.1383 1.1332 1.1359 1.141 1.1439 35.615 33.307 2.3078 305570000000.0 9623700000.0 0.0 1.138 2.0 320.7 18.47 4270600000.0 6415800000.0 -0.4 15.39 1.2 100.46 8.07 0.957 2383 goodsn-31-G141_02383 1.13828 2.0
goodsn 2384 1 1 1 0.5608 -1.0 -1.0 -1.0 -1.0 0.80595 0.17152 0.63444 1573600000.0 2645700000.0 0.0 0.5608 1.0 9.39 8.844 2948000000.0 1763800000.0 -1.87 2.82 3.24 44.82 52.07 1.059 2384 goodsn-31-G141_02384 0.66446 1.0
goodsn 2385 3 1 -1 1.407 0.924 1.174 1.575 1.659 0.043798 -99.0 0.043798 -99.0 182640000.0 2.0 1.407 3.0 -7.803 10.56 226580000.0 121760000.0 -1.86 -99.0 -99.0 -99.0 -99.0 -99.0 2385 00000 -1.0 2.0
goodsn 2391 3 1 -1 1.824 1.368 1.555 2.143 2.299 0.92459 -99.0 0.92459 -99.0 3855700000.0 2.0 1.824 3.0 -1.518 13.15 2995400000.0 2570400000.0 -1.24 -99.0 -99.0 -99.0 -99.0 -99.0 2391 goodsn-31-G141_02391 2.06639 1.0
goodsn 2394 3 1 -1 1.6432 1.382 1.566 1.746 1.828 0.90758 0.13839 0.76919 1269600000.0 3207600000.0 1.0 1.643 3.0 0.4769 11.7 2895800000.0 2138400000.0 -1.52 1.69 0.55 12563791499.72 inf 27935142.321 2394 goodsn-42-G141_02394 1.10013 1.0
goodsn 2397 3 1 -1 1.6869 1.37 1.434 2.174 2.378 0.982 -99.0 0.982 -99.0 4095100000.0 2.0 1.687 3.0 -6.18 10.97 4119600000.0 2730100000.0 -1.66 0.81 0.33 232.99 119.12 1.135 2397 goodsn-31-G141_02397 1.41693 1.0
goodsn 2398 3 1 -1 0.9638 0.549 0.766 1.168 1.509 0.50452 0.36704 0.13748 3367300000.0 573300000.0 0.0 0.9638 3.0 6.577 5.946 675250000.0 382200000.0 -2.0 1.77 0.43 497.64 157.55 0.706 2398 goodsn-43-G141_02398 1.17711 1.0
goodsn 2399 2 1 1 0.6397 0.6107 0.6262 0.651 0.6676 2.8552 2.3807 0.47451 21841000000.0 1978800000.0 0.0 0.6397 2.0 98.76 14.78 1315200000.0 1319200000.0 -1.14 6.15 5.76 78.85 74.55 0.988 2399 goodsn-31-G141_02399 0.63968 1.0
goodsn 2406 3 1 -1 0.8719 0.652 0.779 0.974 1.056 2.4715 2.2727 0.19878 20851000000.0 828940000.0 0.0 0.8719 3.0 53.74 29.58 474030000.0 552630000.0 -0.41 -99.0 -99.0 -99.0 -99.0 -99.0 2406 goodsn-31-G141_02406 -1.0 1.0
goodsn 2407 3 1 0 1.5237 1.447 1.483 1.574 1.94 38.22 37.252 0.9686 341760000000.0 4039200000.0 0.0 1.524 3.0 129.9 13.2 2237400000.0 2692800000.0 -0.67 -99.0 -99.0 -99.0 -99.0 -99.0 2407 00000 -1.0 2.0
goodsn 2410 1 1 1 0.5181 -1.0 -1.0 -1.0 -1.0 0.95291 0.68739 0.26551 6306400000.0 1107200000.0 0.0 0.5181 1.0 45.97 9.02 1047200000.0 738150000.0 -1.54 -99.0 -99.0 -99.0 -99.0 -99.0 2410 goodsn-42-G141_02410 0.4579 1.0
goodsn 2412 3 1 -1 0.6416 0.558 0.593 0.697 0.78 0.21875 -99.0 0.21875 -99.0 912230000.0 2.0 0.6416 3.0 -0.3175 13.31 1193700000.0 608160000.0 -2.0 -99.0 -99.0 -99.0 -99.0 -99.0 2412 00000 -1.0 1.0
goodsn 2413 3 1 -1 1.3977 0.665 0.939 1.788 2.145 0.24241 -99.0 0.24241 -99.0 1010900000.0 2.0 1.398 3.0 -22.6 13.94 1124400000.0 673930000.0 -1.82 -99.0 -99.0 -99.0 -99.0 -99.0 2413 00000 -1.0 1.0
goodsn 2415 2 1 1 0.7057 0.6926 0.6993 0.7078 0.7116 13.03 10.827 2.2028 99329000000.0 9186100000.0 0.0 0.7057 2.0 370.2 9.555 6528900000.0 6124100000.0 -1.36 36.65 2.99 118.34 10.1 0.838 2415 goodsn-43-G141_02415 0.70574 1.0
goodsn 2416 2 1 1 0.6964 0.6873 0.6915 0.6997 0.7035 1.2784 0.85536 0.42308 7847300000.0 1764300000.0 0.0 0.6964 2.0 30.13 17.23 2335200000.0 1176200000.0 -2.11 -2.23 0.83 -96.66 35.25 1.146 2416 goodsn-31-G141_02416 0.69639 1.0
goodsn 2420 3 1 0 1.0103 0.978 0.985 1.034 1.052 178.5 174.91 3.5927 1604600000000.0 14982000000.0 0.0 1.01 3.0 2640.0 16.96 6723200000.0 9987900000.0 -0.36 -99.0 -99.0 -99.0 -99.0 -99.0 2420 00000 -1.0 2.0
goodsn 2421 3 1 0 0.8386 0.764 0.792 0.877 0.987 37.167 35.162 2.0059 322580000000.0 8365000000.0 0.0 0.8386 3.0 876.2 14.9 5109700000.0 5576700000.0 -0.66 -99.0 -99.0 -99.0 -99.0 -99.0 2421 00000 -1.0 2.0
goodsn 2423 3 1 0 0.9241 0.844 0.867 0.974 0.996 1.5121 0.46476 1.0473 4263900000.0 4367500000.0 1.0 0.9241 3.0 9.545 25.66 951050000.0 2911600000.0 0.56 -99.0 -99.0 -99.0 -99.0 -99.0 2423 00000 -1.0 3.0
goodsn 2428 3 1 -1 0.9177 0.753 0.834 1.0 1.057 0.63889 0.40236 0.23653 3691400000.0 986370000.0 1.0 0.9177 3.0 8.438 10.65 968430000.0 657580000.0 -1.62 -99.0 -99.0 -99.0 -99.0 -99.0 2428 goodsn-41-G141_02428 0.89364 1.0
goodsn 2429 1 1 0 0.766 -1.0 -1.0 -1.0 -1.0 5.2976 5.0145 0.28313 46005000000.0 1180700000.0 0.0 0.766 1.0 143.5 15.87 279830000.0 787130000.0 0.51 2.82 1.02 16.36 5.92 1.01 2429 goodsn-42-G141_02429 0.76297 3.0
goodsn 2434 3 1 0 1.1886 0.701 1.083 1.321 1.447 2.5089 2.284 0.2249 20954000000.0 937840000.0 0.0 1.189 3.0 18.46 14.37 184040000.0 625230000.0 1.52 -99.0 -99.0 -99.0 -99.0 -99.0 2434 00000 -1.0 2.0
goodsn 2436 3 1 -1 1.3099 0.491 1.11 1.451 2.119 10.719 9.7486 0.97019 89437000000.0 4045800000.0 0.0 1.31 3.0 49.81 12.73 3142400000.0 2697200000.0 -1.14 -99.0 -99.0 -99.0 -99.0 -99.0 2436 00000 -1.0 1.0
goodsn 2438 3 1 0 0.9849 0.826 0.901 1.072 1.128 1.0684 -99.0 1.0684 -99.0 4455300000.0 2.0 0.9849 3.0 -9.33 11.67 4141700000.0 2970200000.0 -1.43 -99.0 -99.0 -99.0 -99.0 -99.0 2438 00000 -1.0 1.0
goodsn 2439 3 1 -1 0.8858 0.282 0.53 1.21 1.333 1.1252 1.0559 0.06926 9687100000.0 288820000.0 0.0 0.8858 3.0 24.25 16.83 291160000.0 192550000.0 -1.69 1.31 0.35 1133247.3 1.2953190697393947e+20 3137.081 2439 goodsn-31-G141_02439 1.09908 1.0
goodsn 2442 2 1 1 0.6845 0.6541 0.6744 0.7065 0.7284 0.45169 -99.0 0.45169 -99.0 1883600000.0 2.0 0.6846 2.0 -7.086 45.51 1416400000.0 1255700000.0 -1.15 -99.0 -99.0 -99.0 -99.0 -99.0 2442 goodsn-43-G141_02442 0.68455 1.0
goodsn 2448 2 1 1 0.77 0.7641 0.7666 0.7716 0.7741 4.4338 4.2411 0.19275 38909000000.0 803810000.0 0.0 0.77 2.0 120.1 10.42 102610000.0 535870000.0 2.15 8.74 1.62 102.93 20.3 0.97 2448 goodsn-42-G141_02448 0.77004 2.0
goodsn 2449 3 1 0 0.6804 0.566 0.619 0.752 0.805 2.0577 1.3351 0.72266 12248000000.0 3013600000.0 0.0 0.6804 3.0 49.34 13.59 2636500000.0 2009100000.0 -1.32 -99.0 -99.0 -99.0 -99.0 -99.0 2449 00000 -1.0 1.0
goodsn 2450 3 1 -1 1.4649 0.948 1.137 1.851 2.17 0.33292 -99.0 0.33292 -99.0 1388300000.0 2.0 1.465 3.0 -3.999 17.12 1458400000.0 925550000.0 -1.77 -99.0 -99.0 -99.0 -99.0 -99.0 2450 00000 -1.0 3.0
goodsn 2451 1 1 1 0.925 -1.0 -1.0 -1.0 -1.0 1.4787 0.65683 0.82188 6026000000.0 3427400000.0 0.0 0.925 1.0 13.45 10.66 3144200000.0 2284900000.0 -1.52 6.56 1.11 190.63 34.67 1.216 2451 goodsn-31-G141_02451 0.929 1.0
goodsn 2456 3 1 -1 2.3996 2.191 2.298 2.503 2.592 69.429 66.13 3.2991 606690000000.0 13758000000.0 0.0 2.4 3.0 109.9 14.31 12022000000.0 9171900000.0 -1.4 -99.0 -99.0 -99.0 -99.0 -99.0 2456 goodsn-42-G141_02456 2.30686 1.0
goodsn 2460 2 1 1 1.0249 0.9114 1.0012 1.0384 1.062 1.0017 0.8612 0.14048 7900900000.0 585840000.0 0.0 1.025 2.0 12.29 12.07 115800000.0 390560000.0 0.82 1.12 0.46 64.5 27.18 1.099 2460 goodsn-31-G141_02460 1.02486 3.0
goodsn 2461 3 1 -1 0.9451 0.271 0.753 1.109 1.19 4.4419 4.345 0.096835 39863000000.0 403820000.0 0.0 0.9451 3.0 83.22 14.69 280190000.0 269210000.0 -0.5 1.23 0.59 1751.35 3053.3 5.748 2461 goodsn-42-G141_02461 0.88514 1.0
goodsn 2464 2 1 1 0.8664 0.8055 0.8109 0.8665 0.8693 0.35466 0.24279 0.11186 2227500000.0 466490000.0 1.0 0.8664 2.0 5.807 18.24 29755000.0 310990000.0 2.89 1.84 0.51 71.81 20.64 0.998 2464 goodsn-42-G141_02464 0.86638 3.0
goodsn 2466 3 1 -1 0.7914 0.705 0.74 0.841 0.896 0.36331 -99.0 0.36331 -99.0 1515100000.0 2.0 0.7914 3.0 -7.271 10.12 1788300000.0 1010000000.0 -1.95 2.33 0.99 215.02 102.26 1.09 2466 goodsn-31-G141_02466 0.77447 1.0
goodsn 2469 1 1 1 0.9569 -1.0 -1.0 -1.0 -1.0 4.3935 1.1114 3.2821 10196000000.0 13687000000.0 0.0 0.9569 1.0 20.41 10.92 13914000000.0 9124600000.0 -1.76 13.34 2.57 186.97 37.21 1.015 2469 goodsn-42-G141_02469 0.95815 1.0
goodsn 2470 2 1 1 0.7049 0.6978 0.7026 0.7173 0.7541 2.7489 0.31301 2.4359 2871600000.0 10158000000.0 0.0 0.7049 2.0 10.73 8.861 11353000000.0 6772000000.0 -1.84 -99.0 -99.0 -99.0 -99.0 -99.0 2470 goodsn-43-G141_02470 0.70489 1.0
goodsn 2471 3 1 -1 0.9508 0.816 0.882 1.022 1.067 3.2396 3.0467 0.19296 27951000000.0 804650000.0 0.0 0.9508 3.0 57.18 12.46 535260000.0 536440000.0 -0.93 1.35 0.57 144.32 63.74 1.448 2471 goodsn-31-G141_02471 0.94546 3.0
goodsn 2475 3 1 -1 1.5356 1.414 1.475 1.596 1.664 1.8676 0.13732 1.7303 1259800000.0 7215600000.0 1.0 1.536 3.0 0.4749 10.19 6679200000.0 4810400000.0 -1.5 -99.0 -99.0 -99.0 -99.0 -99.0 2475 goodsn-31-G141_02475 1.99666 1.0
goodsn 2478 1 1 1 0.9433 -1.0 -1.0 -1.0 -1.0 8.4742 7.0969 1.3773 65109000000.0 5743700000.0 0.0 0.9433 1.0 136.8 11.29 2779500000.0 3829100000.0 -0.42 3.81 1.12 11.26 3.34 0.913 2478 goodsn-31-G141_02478 0.93286 2.0
goodsn 2482 3 1 -1 0.8833 0.499 0.717 1.053 1.129 0.2455 -99.0 0.2455 -99.0 1023800000.0 2.0 0.8833 3.0 -11.43 10.99 1166700000.0 682510000.0 -1.96 -99.0 -99.0 -99.0 -99.0 -99.0 2482 00000 -1.0 1.0
goodsn 2484 2 1 1 0.9798 0.9335 0.9613 1.0008 1.0217 0.95304 0.59215 0.36089 5432600000.0 1505000000.0 1.0 0.9798 2.0 10.01 10.95 182970000.0 1003300000.0 2.33 1.16 0.97 11.66 9.8 1.069 2484 goodsn-31-G141_02484 0.97981 3.0
goodsn 2485 3 1 -1 1.3368 1.14 1.282 1.399 1.456 3.0927 1.9872 1.1054 18232000000.0 4609800000.0 0.0 1.337 3.0 9.251 8.428 4643400000.0 3073200000.0 -1.73 5.53 1.88 1240.99 816.1 1.844 2485 goodsn-42-G141_02485 1.28874 1.0
goodsn 2486 3 1 0 0.5884 0.516 0.553 0.624 0.648 0.2034 -99.0 0.2034 -99.0 848210000.0 2.0 0.5884 3.0 -11.21 25.03 518200000.0 565480000.0 -0.48 -99.0 -99.0 -99.0 -99.0 -99.0 2486 goodsn-31-G141_02486 0.28146 1.0
goodsn 2497 1 1 1 0.971 -1.0 -1.0 -1.0 -1.0 1.1417 0.18089 0.96079 1659600000.0 4006600000.0 1.0 0.971 1.0 3.159 10.34 790510000.0 2671100000.0 0.8 2.69 1.1 16.23 6.65 0.987 2497 goodsn-42-G141_02497 0.95717 3.0
goodsn 2498 2 1 1 2.3019 2.2934 2.2973 2.3062 2.3108 34.955 21.313 13.642 195530000000.0 56889000000.0 0.0 2.302 2.0 41.08 11.91 58713000000.0 37926000000.0 -1.7 -99.0 -99.0 -99.0 -99.0 -99.0 2498 goodsn-31-G141_02498 2.30191 1.0
goodsn 2505 2 1 1 1.0107 0.9937 1.0049 1.0353 1.0514 0.37194 -99.0 0.37194 -99.0 1551000000.0 2.0 1.011 2.0 -1.628 11.27 1422500000.0 1034000000.0 -1.71 1.11 0.43 67.87 26.77 1.128 2505 goodsn-31-G141_02505 1.01073 1.0
goodsn 2507 3 1 -1 1.947 1.522 1.816 2.1 2.212 1.8768 -99.0 1.8768 -99.0 7826500000.0 2.0 1.947 3.0 -8.332 12.65 8849900000.0 5217700000.0 -1.85 -99.0 -99.0 -99.0 -99.0 -99.0 2507 00000 -1.0 1.0
goodsn 2510 3 1 0 0.7754 0.67 0.725 0.827 0.862 0.11087 -99.0 0.11087 -99.0 462340000.0 2.0 0.7754 3.0 -9.426 10.68 88914000.0 308230000.0 1.38 -99.0 -99.0 -99.0 -99.0 -99.0 2510 00000 -1.0 3.0
goodsn 2511 3 1 0 2.3721 2.22 2.286 2.451 2.511 110.53 98.595 11.934 904540000000.0 49765000000.0 0.0 2.372 3.0 171.6 20.13 37360000000.0 33177000000.0 -1.11 -99.0 -99.0 -99.0 -99.0 -99.0 2511 00000 -1.0 1.0
goodsn 2512 3 1 -1 0.9368 0.759 0.846 1.022 1.077 0.97917 0.58316 0.39601 5350100000.0 1651400000.0 0.0 0.9368 3.0 11.49 9.152 1852100000.0 1100900000.0 -1.84 3.4 0.56 691.93 157.49 1.293 2512 goodsn-32-G141_02512 0.97882 1.0
