# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
uds 32517 2 1 1 0.5373 0.5288 0.5329 0.5413 0.5457 7.3244 5.4859 1.8385 50329000000.0 7667000000.0 0.0 0.5373 2.0 334.5 31.31 7173000000.0 5111300000.0 -1.66 -99.0 -99.0 -99.0 -99.0 32517 uds-04-G141_32517 0.53726
uds 31130 2 1 1 0.9329 0.9278 0.9305 0.9348 0.9374 8.2195 6.3391 1.8804 58157000000.0 7841400000.0 0.0 0.9329 2.0 126.5 28.39 1503300000.0 5227600000.0 1.1 16.26 2.01 30.79 3.85 31130 uds-19-G141_31130 0.93286
uds 15960 2 1 1 0.9232 0.9036 0.9139 0.9318 0.94 29.408 28.488 0.91948 261360000000.0 3834300000.0 0.0 0.9232 2.0 586.8 41.54 1425100000.0 2556200000.0 -0.27 0.0 0.0 0.0 0.0 15960 uds-28-G141_15960 0.92322
uds 25945 2 1 1 0.9108 0.904 0.9091 0.9174 0.9199 49.681 49.188 0.49344 451260000000.0 2057700000.0 0.0 0.9108 2.0 1054.0 20.44 883240000.0 1371800000.0 -0.48 14.98 2.01 92.64 12.83 25945 uds-08-G141_25945 0.91076
uds 11090 3 1 0 0.6637 0.606 0.632 0.697 0.72 34.099 31.149 2.9497 285770000000.0 12301000000.0 0.0 0.6637 3.0 1208.0 34.19 9497300000.0 8200500000.0 -1.31 -99.0 -99.0 -99.0 -99.0 11090 00000 -1.0
uds 20688 3 1 0 0.5875 0.547 0.562 0.613 0.638 13.767 11.696 2.0713 107300000000.0 8637400000.0 0.0 0.5875 3.0 572.0 22.7 6431500000.0 5758300000.0 -1.31 -0.92 2.01 -0.78 1.7 20688 uds-15-G141_20688 0.77269
uds 34516 2 1 1 0.9003 0.894 0.8992 0.919 0.9295 22.136 16.989 5.1469 155860000000.0 21463000000.0 0.0 0.9003 2.0 374.8 19.09 17130000000.0 14309000000.0 -1.4 16.65 3.52 36.47 7.85 34516 uds-13-G141_34516 0.90028
uds 21533 2 1 1 0.9213 0.9155 0.9181 0.923 0.9254 30.665 27.69 2.9751 254030000000.0 12407000000.0 0.0 0.9213 2.0 573.9 32.8 4010800000.0 8271100000.0 0.24 16.66 2.49 32.23 4.85 21533 uds-08-G141_21533 0.9213
uds 18311 2 1 1 0.6471 0.6001 0.64 0.6509 0.6559 2.5481 1.3124 1.2357 12040000000.0 5152900000.0 0.0 0.6471 2.0 53.33 20.79 5929500000.0 3435300000.0 -1.9 21.93 5.93 247.3 68.77 18311 uds-17-G141_18311 0.64707
uds 39387 2 1 1 0.8776 0.8748 0.876 0.8787 0.8801 6.9267 4.5919 2.3349 42127000000.0 9736800000.0 0.0 0.8776 2.0 107.3 22.94 8635600000.0 6491200000.0 -1.48 13.14 1.35 175.42 19.25 39387 uds-23-G141_39387 0.87761
uds 10136 2 1 1 0.9367 0.9304 0.9341 0.9406 0.9442 3.0318 1.6337 1.398 14988000000.0 5829900000.0 0.0 0.9367 2.0 32.2 21.88 6352800000.0 3886600000.0 -1.76 7.88 1.11 385.33 61.9 10136 uds-03-G141_10136 0.93673
uds 41956 3 1 0 0.9632 0.84 0.905 1.015 1.036 1.6897 0.94279 0.74694 8649400000.0 3114800000.0 1.0 0.9632 3.0 16.93 21.11 3115200000.0 2076600000.0 -1.73 -99.0 -99.0 -99.0 -99.0 41956 00000 -1.0
uds 19729 2 1 1 0.9136 0.9106 0.9116 0.914 0.9152 14.054 9.8006 4.2532 89913000000.0 17736000000.0 0.0 0.9136 2.0 208.3 178.8 14939000000.0 11824000000.0 -1.38 38.8 1.47 428.33 20.02 19729 uds-17-G141_19729 0.91363
uds 15165 2 1 1 0.9377 0.9312 0.9346 0.9411 0.9445 4.7585 3.7811 0.97745 34689000000.0 4076100000.0 0.0 0.9377 2.0 74.28 24.64 3388100000.0 2717400000.0 -1.49 6.44 1.21 156.77 31.42 15165 uds-12-G141_15165 0.9377
uds 18696 2 1 1 0.9089 0.906 0.907 0.9095 0.9107 15.155 10.747 4.4078 98595000000.0 18381000000.0 0.0 0.9089 2.0 231.5 20.62 16263000000.0 12254000000.0 -1.54 34.29 1.45 258.05 12.5 18696 uds-07-G141_18696 0.90885
uds 11496 2 1 1 0.9997 0.994 0.9961 1.0009 1.0035 19.482 18.726 0.75652 171800000000.0 3154800000.0 0.0 0.9997 2.0 294.1 27.08 1644300000.0 2103200000.0 -0.49 9.06 1.14 166.8 21.78 11496 uds-09-G141_11496 0.99971
uds 17574 3 1 0 0.9556 0.839 0.874 1.017 1.036 18.325 16.748 1.5773 153650000000.0 6577700000.0 0.0 0.9556 3.0 309.0 19.0 4383800000.0 4385200000.0 -1.15 15.57 1.06 173.02 12.7 17574 uds-17-G141_17574 0.98377
uds 26323 2 1 1 0.9108 0.9078 0.9091 0.9121 0.9136 28.648 26.437 2.2104 242540000000.0 9217800000.0 0.0 0.9108 2.0 566.5 22.45 4772700000.0 6145200000.0 -0.44 29.12 1.75 179.22 11.6 26323 uds-19-G141_26323 0.91076
uds 10214 2 1 1 0.9165 0.9134 0.9147 0.9173 0.9184 50.032 48.353 1.6788 443600000000.0 7000700000.0 0.0 0.9165 2.0 1018.0 23.42 5416900000.0 4667100000.0 -1.41 15.02 1.39 69.35 6.61 10214 uds-09-G141_10214 0.9165
uds 22442 2 1 1 0.7959 0.786 0.7908 0.8003 0.8045 56.664 53.578 3.0858 491540000000.0 12868000000.0 0.0 0.7959 2.0 1427.0 20.8 4161500000.0 8578800000.0 0.57 -99.0 -99.0 -99.0 -99.0 22442 uds-19-G141_22442 0.79589
uds 35741 2 1 1 0.8571 0.8544 0.8555 0.8578 0.8589 40.829 35.733 5.0958 327830000000.0 21250000000.0 0.0 0.8571 2.0 870.1 46.89 14488000000.0 14167000000.0 -1.12 63.87 2.35 163.43 6.36 35741 uds-20-G141_35741 0.85707
uds 23534 2 1 1 0.9184 0.9147 0.916 0.9186 0.9198 55.21 52.621 2.5888 482760000000.0 10796000000.0 0.0 0.9184 2.0 1101.0 22.2 2925200000.0 7197100000.0 0.52 46.69 1.5 147.94 4.98 23534 uds-17-G141_23534 0.91842
uds 11638 3 1 0 0.9079 0.836 0.868 0.948 0.98 8.5578 5.671 2.8867 52028000000.0 12038000000.0 0.0 0.9079 3.0 122.5 22.81 14172000000.0 8025400000.0 -1.93 -99.0 -99.0 -99.0 -99.0 11638 00000 -1.0
uds 12239 3 1 0 0.732 0.659 0.693 0.771 0.802 7.108 6.7869 0.32115 62265000000.0 1339300000.0 0.0 0.732 3.0 214.1 54.39 1080900000.0 892840000.0 -1.36 -99.0 -99.0 -99.0 -99.0 12239 00000 -1.0
uds 38323 2 1 1 0.6217 0.6193 0.6201 0.6221 0.6231 20.102 16.393 3.7094 150390000000.0 15469000000.0 0.0 0.6217 2.0 715.7 24.75 9532000000.0 10313000000.0 -0.6 99.35 22.39 282.4 63.95 38323 uds-26-G141_38323 0.62174
uds 14247 2 1 1 1.3774 1.2492 1.3647 1.389 1.4594 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 1.377 2.0 -60.78 21.57 -99.0 -99.0 -99.0 0.74 0.9 29.23 36.12 14247 uds-09-G141_14247 1.37738
uds 24526 2 1 1 1.4943 1.4857 1.4928 1.5135 1.6205 0.20285 -99.0 0.20285 -99.0 845920000.0 2.0 1.494 2.0 -38.86 25.06 342220000.0 563940000.0 -0.3 0.18 0.79 13.57 60.85 24526 uds-27-G141_24526 1.49428
uds 5647 2 1 1 1.2853 1.2276 1.2762 1.298 1.3247 0.4423 -99.0 0.4423 -99.0 1844500000.0 2.0 1.285 2.0 -28.15 15.19 690360000.0 1229600000.0 0.13 0.45 0.56 6.86 8.62 5647 uds-28-G141_05647 1.28531
uds 22162 2 1 1 1.3385 1.3258 1.331 1.3404 1.347 0.25907 -99.0 0.25907 -99.0 1080300000.0 2.0 1.338 2.0 -1.42 24.3 227750000.0 720230000.0 1.23 2.65 0.76 72.71 21.42 22162 uds-19-G141_22162 1.33848
uds 34956 3 1 0 1.0223 0.948 0.98 1.066 1.098 0.43411 -99.0 0.43411 -99.0 1810300000.0 2.0 1.022 3.0 -36.09 29.28 112900000.0 1206900000.0 3.11 -99.0 -99.0 -99.0 -99.0 34956 00000 -1.0
uds 14152 2 1 1 1.4193 1.3914 1.4086 1.4247 1.4412 0.83419 -99.0 0.83419 -99.0 3478700000.0 2.0 1.419 2.0 -9.725 29.21 329560000.0 2319100000.0 2.58 1.86 0.92 16.43 8.34 14152 uds-09-G141_14152 1.41935
uds 26552 2 1 1 1.0813 1.0732 1.0768 1.0847 1.0889 1.4799 -99.0 1.4799 -99.0 6171600000.0 2.0 1.081 2.0 -33.67 26.86 619750000.0 4114400000.0 2.47 -0.11 1.48 -0.29 3.7 26552 uds-27-G141_26552 1.08132
uds 33800 2 1 1 1.0299 0.9598 1.0071 1.0572 1.079 0.16579 -99.0 0.16579 -99.0 691360000.0 2.0 1.03 2.0 -4.286 40.12 120010000.0 460900000.0 1.04 -99.0 -99.0 -99.0 -99.0 33800 uds-25-G141_33800 1.02993
uds 40762 3 1 0 1.1073 0.991 1.06 1.155 1.217 0.13096 -99.0 0.13096 -99.0 546120000.0 2.0 1.107 3.0 -31.05 25.31 32193000.0 364080000.0 3.04 -99.0 -99.0 -99.0 -99.0 40762 00000 -1.0
uds 40127 2 1 1 1.1415 0.8435 0.9795 1.1337 1.1667 0.42134 -99.0 0.42134 -99.0 1757000000.0 2.0 1.141 2.0 -12.71 27.99 225460000.0 1171400000.0 1.9 0.11 1.78 3.8 63.98 40127 uds-25-G141_40127 1.14149
uds 40554 3 1 0 1.1761 1.023 1.074 1.271 1.542 0.087275 -99.0 0.087275 -99.0 363950000.0 2.0 1.176 3.0 -41.6 25.17 234950000.0 242630000.0 -1.08 -99.0 -99.0 -99.0 -99.0 40554 00000 -1.0
